reviewerID,graph_degree,graph_weighted_degree
A2YQCPKDUQBEOI,7,21
A4OOX2ZVYUBMF,6,18
AE5ORIJV0KQCC,1,3
A1PDPWUO5NUXGW,2,6
ADJLVD7B24Y69,2,6
A2MTAZAGTHPM6Y,793,2382
A149F91FB9WTW6,260,811
A3QX0ERX4D03TF,4,12
A2KNR7QGILP1RO,1,3
A278L09GR0QDOO,1,3
A2P0Y85C896QIB,1766,7347
AI82VEZNUO41Q,1,3
A15YLK7OZR56ES,1755,7022
AVGIPBSA8MFDU,2,6
A2LNJEBYNAM1C8,20,60
A3BJWYZRZCWU0O,17,52
AHM8CJ4UGEOYT,26,80
A3UFHRHJ82TL1W,48,146
A11HJR4FY4J7XN,848,2679
A2Z11D7KT6G7Y3,3,9
A1M79S2VF4K5T9,1,3
A1RMTYWGJM5WBY,2,6
AEKMU1VLHQT1C,3,9
A3A0DX3Z1SYNR5,2,7
A1KW7KHK5DN4CI,2,6
A38R7ZRN84U1SB,8,25
A3NXU6URXL40NS,1,3
A1LY5HCF9HR9B1,6,18
A2QPZKGUDE7RJ4,842,2578
A1ER9NQP1ADLV7,41,131
A258IXX6EUCB2T,9,28
A3TD050JVB6PCG,10,30
A1X379ZRM4LTWP,11,34
A2AG13A4LQ813N,2,6
AI08PNDPZV1OA,9,30
A31MS4JN47HSAM,1,3
A1FZSRVG6K6SQ9,4,12
A1X1CV5GAQKAF4,3,9
A1UK3QRLG2O2VY,1,3
ACXICEH96QCZR,3,9
A2AMVV7H1UDLEK,1755,7066
A2TUZFW30D6HUM,5,19
A58GRCJUVPQPZ,1,3
AJA20XE1WO09E,1755,7040
A18CI61O1JYF34,813,2469
ANCOGPLHH9UJX,2,6
A2BZ16RKE13PKV,1755,7078
AIURVPCRAA9XM,20,60
A6OLPMJ9HH4IP,1756,7133
A3RWB0V2DMZY4J,25,78
A3Q1VMAPLER41A,1,3
A2B7H67RSAHHJ5,1,3
ANQH9LBGKAM3M,158,477
AQTORDEO8LMQZ,1,3
A121QRWXZIO6UP,6,18
A3B2PLCEGAXEKZ,4,12
AB8WRS0ROYMPB,1,3
A34GG1W5SF0GKI,2,6
A3B6MA5ND6YUAL,1,3
A2M6NRNRMAOOPW,791,2377
A1A1JCJAECSFY8,22,67
A33DQ2GV8NJHMR,2,6
A3LPCYM26JBVII,12,36
ADVA0WHB9C0QX,4,12
AOHKKUQS5EJV7,1,3
AQPRDDXNHUQE2,1878,7916
A2QWFK2CDU6C7Y,797,2404
A3HT0JHJ6JS6AW,1763,7327
A1JGH7L92J8TP4,45,143
AXUZTYEN1NARA,1755,7061
A16LITT1CCC0L3,1,3
A1O549RKO0DYYW,2,7
A22W36O658G4WN,1,3
AYLC3DN3GF7OC,2,6
A2S1TF4OD00K53,816,2491
AIOOCCLBD7P21,1755,7036
A2ELFR951JF6Q7,1755,7091
A3MX97BCWB73,1755,7022
A2LS7VAX91C0NP,1,3
A31399JAU1WVHY,13,40
A2JNZF0D25MB23,1,3
AC80ZOUCS0OSJ,2,6
AYNPZ1WWMW9YZ,4,12
A3G0EP7W1VPY2W,10,32
ASB69069E1ZR5,1755,7020
A196BKZQF3WXQN,52,183
A2WD1O13962HIE,5,15
A20S6XUW9RDN4Z,1755,7079
A3AOC9MGCPJSHW,1,3
A3RJMFAS2MC957,1757,7145
A2MZTGMCF9CJE5,31,98
AHSFICH1H2G5C,90,274
A38XDFGXD5WRNF,26,83
A1846N3S135S4U,34,104
A2OSGLPSH6OGKQ,795,2387
A3IXFDC1B7547L,1755,7096
AOI0ZOFNLCIAV,1,3
A2Y2I3DY1SHP2,1755,7030
A3KKTTJACRWL16,1759,7172
A2UBTX6FZE911H,1756,7095
A3VCR3ET7HX5FI,14,42
A3SPU7LMG7MEPL,93,281
AB8JKS38BK9P,887,2781
A2CKCZS62XOPHV,1,3
A285VIO8M8X3H6,3,9
A2EIEKV5UFDH0K,1755,7020
A3TWBW1B17R151,6,18
A2WGB63CVE2MDF,1,3
A2YHZ070NC9MTM,72,220
AUZABNB7J77JF,306,968
A2T6CX07PX8U0C,812,2464
AQ7E9EMS1OLY1,6,18
A1Q94LHUO6J6JE,3,9
AV434P6PYSTDS,1755,7030
AVHMS5YNQYB9E,1761,7254
AMVHB640PBAYA,6,19
A3XU9KCIN6MKO,7,21
A27OOME0MPQX6B,126,383
A7P4VCO9K63ZD,2,6
A7UICP3CGOFAM,791,2373
A15089WCUCMMHG,10,30
A5II29J0V20A1,1,4
A1V31AYFRO55AY,3,10
AXJSDY22J1GL8,130,407
A2QE0SVR1EXQWJ,852,2625
A3TZY1YBF8TEI4,102,380
A31XXC02HIDC4U,1755,7034
APR28OZA44OLN,1,3
AV53NNPS8STRN,1,3
ANNDFSFOLVMG7,1,3
A3SM4SYM7PF18O,1864,7800
A13YYR53R5K32S,1,3
A1U60YWP7VBS81,1,3
A20X4D99M0PBIK,12,36
AKE3WV0H3X8MM,9,27
A2ZIQMCW6QZAK0,1,3
A36KP6KBIR04A6,1756,7089
A1JCPZJEGOQOUX,7,22
AWOFTI8JMQ3XI,23,69
A3284J2C3MH,5,15
A1LOACNK0QV9T4,1,3
A3UN6U5EQF3656,15,45
AP2T1CTRYF3SV,1,3
A3IVANNYWUWEO9,4,12
A3UBBOZWKYG43S,1,3
A2331HY72712ND,1793,7524
A7R2QGXWBQC1E,791,2373
AUU7U5J26XVLE,3,9
AWARPF8KA54TK,1,3
A3ALNMWYB8EZ76,4,13
A9H908G2W1GLC,45,135
A3Q6G7PI9RLDAA,2,6
A3CMHEOPYU3PN0,798,2397
A1GYP6OUW7NNWQ,34,112
A2IDULA9MV4U7W,1,3
ABSNR1A7SIA9M,27,81
A31A61X045R9OP,1,3
A2J7YESU9T092X,2,6
A1TUGNW7KPHKKU,3,9
A19CXSUWE06YXE,1767,7408
A28P02ITAFGVPE,1755,7024
A22JVBYX3RHFJZ,7,22
A2F6GES1MBOFXS,23,69
A25I9B7QYC1MBF,1756,7060
A343UTEX6J7RDK,1755,7020
A3R1RV05Z1JO1,14,46
ANX5EWEO7Q42S,1755,7021
A2BK5M8IYNF7CV,1,3
A2TMUG0K4UIW4L,1,3
AMZDQEH9YFSX2,2,6
A1XBRSISBRDG9O,1755,7022
A3PSNKUZJM90RR,4,13
A1X21WXN184T7R,2,6
A2JZISQJYKJKU7,12,36
A1I0BA55D7MPOZ,791,2376
A359URJ81QWZX5,1,3
A2EXLSOSVYLPQ,63,194
AYT5LJWPFPTY3,7,21
A3IF2YOQW4386H,2,6
A32YJXJRQSKB3C,77,303
A18ZNO4XBG8B21,1755,7024
AZMBKWZI5JTBI,1755,7029
AL1NS43GYA2IL,2,6
A2YW3CGYNJC7P4,61,188
A2C62UKX0BO9RX,3,9
A25LYPYJMVST5V,1,3
A18XEF17NP30SA,4,12
A3TMM7FMK6KVFT,1,3
A6Q301KRUBBMF,1,3
A372X4QU0YYLSM,1,3
A2DXENZNO2JT4F,40,124
AUI1A3ARYFYV0,1,3
A1EQYR35KLTECN,1755,7085
A86YX52N3FZRP,20,60
A157E4X202RK5T,7,21
A172JIEF6MX2YG,972,3110
A33A4EQV0C0LNQ,37,111
A2W6NCOR92HZA0,65,195
A2WK0C8Z32WJS8,1,3
A12LPHBVBSOEDO,213,655
A2ZGBCQPF5Q17N,1777,7258
A1PKIPULDYGETL,2,6
A1OVZJISYRVAXU,11,33
A5CT8ORLO9SFP,20,61
A3AM1RGTHSUJ3M,2,7
A26F5K1A6I91P7,78,234
AJKELS5HDV5B3,5,15
ADRAB7F3AI7OL,17,53
A3JTMCUG228GQO,1755,7021
A3TCU8VE8HT0GR,1,3
A3O3D543SRPG68,3,9
AZR4BP77GZD5S,29,88
AFEZCSFC8NZ3R,815,2459
A1YUSKPLO9K9GY,1755,7021
A3TOP2R1UNOMUX,17,52
A1RGF9CS1V8O14,2,6
A1C08I89EQZF3J,40,120
A1EW7VDXZM4K8F,1,3
A20RZRV9KV6AWB,2,7
AHNVJCW11KNOE,2,6
AX501M521FLZR,1755,7027
A2ZEPR51E41AE,12,36
A2H9XIIZTDE806,1831,7732
A1WE8J564W037Z,54,166
A1ATWCLAI3X5S3,1,3
A3C8O933Q8TVXP,30,90
AKGY8D4J1TIAX,3,9
AWLI0N5IQFOB5,1,3
A1C666MXUKA0O3,2,6
A3RPDN9247BQHK,7,21
A3Q8L0RJHSWJ64,3,9
A3MLBV0NSFQLR3,144,444
A1D6AXOU5N7WBG,808,2460
A1FRZIPUTV5I43,1755,7038
A3LVMQC1H8P7T1,1,3
A1DSD27BCHP8PK,6,18
A2ZQIJBCH56DPN,2,6
A3HXTIXIG8URQ9,8,29
A20UTMVH2IIY8Z,1,3
A366KI7MHAVD2C,170,601
A2QLN0TVXRST8S,2,6
A2VWZS9585CJFO,16,49
AKNZV07EO9CEO,1,3
A5J23FQGAABVD,1756,7133
A31NZ74EMYQ003,165,498
AWURVAKSB9SPZ,1,3
A5Z0J13LITOTK,815,2482
A2GECBCHAXQB5A,798,2403
A7CN7OR0X715S,3,9
A1KV25KMMP38PM,3,9
AJ8VB1W6WYHDV,2,6
A10Y0OCRZ7JTF7,3,12
A2FY8F1K56TSVK,68,206
A1WPNL28VXCQI2,96,307
A2GVH4P25TXN8M,890,2808
A29Z035QVM4C96,1755,7021
ARGEFZSFZA66S,1,3
A3MFSZGOQJIAO2,27,81
A3NI8JZCL7BZMC,10,30
A2HA4CFQ9N6UHE,1755,7138
ANWB7D10LPJFU,3,9
A1QDSJZQWJZOL1,1755,7051
A1I03U4JWPU8KS,4,12
A2053ZJUGCKUA5,1137,3727
A3P11FB9FXALA9,2,6
A24BD8O5V40EG8,35,108
AZY9N5Z3X0K4U,9,27
A2RX3GX4831OR9,823,2504
AVP5CCREISHVX,24,72
A3SPIQM0W5EOVH,26,78
AIH5FAYUIRS7G,1,3
A17V6IWPTMUXXY,16,48
A1AJVEBU3Y8GB,2,6
AXJTVWTM2F4ON,1,3
A3FZ58DD1GTKRF,1767,7229
A1E5WXNTI7EO2A,3,9
A2YADCVMI9PUN0,1755,7020
A1884G4GSOP4P9,368,1176
A3N6GC5Q080PBY,5,15
A1ESKGW3USSKUP,881,2760
A2C8UUP17EASRL,4,12
A2P9SK7HGONAF,107,329
A1S61NP1OTLGKJ,6,18
A3LWU4NL6J60DX,1755,7025
A1TE956BJE3CPF,904,2853
A3BEHBGGXQ7LM0,4,15
A2BTQQ55QOLKSX,1755,7126
A29QF0F853ALNL,1,3
ARQH8XQAFRS2Z,21,65
A22HVBE9S3T3N8,13,40
A237O5X7WIQ3OE,9,30
A2CMXQJ13CYTBL,6,19
ATZCRPINM5F87,645,2150
A19WXFFQMKES6O,683,2267
A27H0T39U3FZB5,2,8
APK2Y1UYY8JG3,15,47
A2T8DQAOX2GKTC,2,7
A37U4HM0UG7FQ0,1,3
A2UC22ZV3L9U25,1755,7028
A3K2KC82QDZIR4,9,29
A23EQ5IQ1YA9GI,7,21
A38OALEV2STL12,1,3
AUD4ILFBD3ATV,12,38
AE9B76IX6SPTZ,19,58
AW95D2E7N9JLJ,1755,7052
A203N894888ZKD,27,81
A1I5XZ15PNZ5OQ,1755,7187
A3BQ60E2XKHDU8,1,4
A1V7MSK2JZ9BOY,827,2517
A3JHNOJAIX0J75,1755,7023
A3NWZBM8RG70YJ,11,33
AOU31GHST1IXG,1,3
A33PVCHCQ2BTN0,792,2379
A2BNA5RRCNOCWC,9,27
A1SFHS9V0GKYTX,1,3
A3YJ1HDE2U7BE,1,3
A1SM3YUTM0C135,16,49
A17AKNLE44QR7G,1755,7042
A1GLHELD1FUJ66,4,12
A3EK2KTYHJCPB9,1755,7120
AIT11VB0JF8KW,1794,7306
A2A039TZMZHH9Y,28,87
A2RIQKV4OOXME1,1755,7068
A2WVF9ZQ068DN0,1,3
A1B6IRUICQF283,109,331
A18ZYBZLR66IWK,7,25
AHE4RU04NVDHR,40,124
A7B00PC0GHR8O,3,9
A3DNL4U0UPLYL9,30,90
A16KZJQ1S8FO25,1755,7091
A2IDOKLAT1MP8X,4,12
A1R1Q6MQEQVTKL,1,3
A1L6Y2IWLRV4ST,2,6
ADESKKEIUWZKP,2,6
A2ERQ48Z1YTRGF,3,9
A2P1MQQCU2R5MW,30,92
A2TXP1ZTD6FMBK,6,18
A30ZVWZ0TZI5EC,1,3
A20WOIO9VCUDAW,1,3
AI2C78Y29TP9H,1,3
A3HZ4AWQCFX5BA,4,12
AB0FQ4QF3AHIV,1755,7369
A2TX25YHGVWZ6C,23,69
A3FMIU3N4UNO9V,23,69
A17CREJMRUEE8N,1755,7143
A1XEX009ZR6WXG,629,2140
A2EGE911HYQWJH,10,30
A10ZB2W51W7DD4,9,48
A3FCOW9FUPEGCT,13,41
A180V1LL4P8GRF,153,473
A288LG9VPPHD72,2,6
ATW6XUYO6U29J,154,465
A1MV8LXEXO8EWC,12,37
A2YNY7ZM88KSMC,6,18
A19R0WEVVAVTLN,32,100
A3L8R3IYOK8FD0,5,16
A14K7OOWZJ4ZK3,8,24
A3290TK63UWAFD,3,9
ATETICUIDJG4N,6,18
A2KLU6V93UH64H,146,440
A2E5YQ7ST1P0G,795,2399
A3S0CA3GLR27BY,8,24
A3JE8R4VJ7IA7S,1,3
A2JQ0V3AQ0X1KA,62,187
A2W08J824HSATB,6,18
AUW2LJYT2EZC4,1,3
A2FNOZBDE1G7JL,13,39
A1VI6GLH6B9J2W,1,3
A1ER6QMTE1WIMX,1767,7115
A3GP3Q66MTM8KV,1,3
ACXUVW6BIHU6C,7,21
A1ND97E15OTCYQ,1757,7384
A2X4QC5XR4ATV5,9,27
A1BUWHX1PSY93O,29,89
AMB99KNV1DTFN,1756,7113
AUAA0RMT1M82X,7,21
A32264FNDHOH3Q,6,18
A2WWCX2C2T8IFG,2,6
A27A38W7VWEN1P,1755,7032
A134J0S1HWE4F7,1775,7298
A2AEC3L3IV2Y4D,9,28
A6OYMOZ5KCCFW,9,27
AHJBOC8Y3JLQY,1,3
A398DR8BFG2G8I,1755,7025
A1H6MKRB6VZUJC,70,213
A3MHGA6BJJ7P27,2,8
AV8XULT29Q79F,2,6
A22DUMM0QCNWN3,2,6
A34O0KQV4QXWNQ,1934,8181
A1SM1QQF9HG5J7,6,18
A2FUS8Z6FY35UZ,1755,7042
AYLA05921QGQM,1755,7058
A34YSW1ZKKJ69M,35,105
A1H88Z6YH29DN3,2,6
A193BXDL1DN4X4,821,2500
A63VWDEA1Y22D,9,28
A17Z34P6MAJHLX,165,502
A2QDOJFFLFGF18,12,43
A1RZPCQOHTYSA5,1755,7096
A26V27VEMTJ3T6,839,2576
A1VFUMY02HJIFY,602,1987
A35XH3958HHDS8,1755,7050
A3VBP81OWZINEO,7,21
A2XSWF2AJSXQZB,45,137
A3RW697Y2EZWUL,6,18
A13M85SR6Z8FK1,1,3
AIPEIXT55NWQ9,1,3
A1OZRXDHAQ6KKW,3,9
AYS8Z7PZBTLKY,1759,7195
APU9G7C0360K0,1,3
A1EHZM7UZZVZZC,11,34
A1OEM2QI5NTF86,2,6
AXJM6VT3GBPUA,5,16
AF7COXQ2BBS83,18,54
A3UOA6F5JJX0EY,2,6
A1EVMSFNPGG881,2,6
A111IZJFKK5B7S,1755,7023
A2J7F4IVMLOCQ3,1755,7048
A1SPLK6ZZV13CJ,24,75
AAYQ7JBZX3WT1,2,6
A304WZDZG5ELVQ,802,2410
AHUT55E980RDR,4,13
A2AGBWO2EZKD5F,1,3
A2UJS97SM9ETU6,3,9
A1L2DDTXFMPZ81,1,3
AB4F1P8KLKPSY,22,66
AWY308ST6QBNK,469,1578
A2VGKXRFIYA6M9,1,3
A1RITRNG1FJ71L,3,9
A2BNWRRADDBSVO,9,27
A1T8MHF02O7KAT,2,6
A2L14N3LZXF4OT,6,18
A31SED127P342E,1,3
A3NHUQ33CFH3VM,1,3
A3IKUJ4BZS94MF,1755,7113
A2IP76AO1K7EUE,1912,8024
A29IZ5UHFZWVY,11,34
A87RVKRN8WW9G,1755,7032
A32918SASHEJTD,1,3
A3SCHFWWFIUGHH,1,3
A3882FOERZ3XT4,16,48
A1UKMEC156SHOD,1,3
A3MRE14TN52RON,12,36
A20W0OF27L532Z,9,29
A1YR5Q15B954AE,1,3
A2SIU5YE5W0PWB,4,12
A1YCUWBZQGGW19,1,3
A30J7WQV0ZNRXG,904,2819
A3LKX142133ORF,1,3
AVOFQL8D5NLUO,173,538
AH42H8XU035E5,121,389
A105LPHPLHLFS8,25,75
A35P0LNBJ0WUPL,1,3
A3BEUPY97XLUZZ,2,6
A21U2CZHHWYWAH,6,19
A2F4T30CPV56IY,27,87
A2M0K849FVWZ64,15,45
A355HGZDEPHHC5,143,437
A2FC9LNES7BVOJ,1822,7629
AZIXKTODL70XF,1760,7083
A1HEUTUX1RM77Y,22,66
A1MEAZ8NACX3US,1755,7035
A1BXAGW8LO4HIP,7,22
A17SLR18TUMULM,37,120
A2WONN1XWKCTKC,1755,7022
A3ISL6UR3PY4U0,1755,7046
A3O0OUMNZLM3RX,3,9
A2LXUJEL34UN3C,6,18
A1J9GMJ6YBLQCH,25,76
A1WB9F7SLOFY0E,796,2390
A1Z9B058EL9P2E,15,46
A1TF1RFXUO7L3Q,7,25
A36N0EGNP3JKZO,4,12
AQ4DD40NVBCLK,4,12
A3G1LCYK05U6UY,3,10
AT1TVECV2SV6Z,1757,7076
A2KSSX2D0H9UVB,1,3
A2JSH6MZ9BOVJ2,796,2389
A1H8E260DX34WY,7,21
A3GM7ELHWU8JZ,15,45
A35MNKWJ98YZBJ,3,9
A3S42M251DR675,2,6
A3M283U263KNSF,6,18
A170ENVHGBORO4,1,3
A1MUOYSZ3RQI51,1,3
A2GDLPZ2FW3XHF,2,6
A1VYH9QJ1SVQPF,3,9
A33CK3ZDO2LXFW,53,162
AH2HPZMJ52MFB,919,2913
A2A7QA5YMPIU3C,42,128
A1179RZON69VSO,5,15
A2M519V1URDFSP,1773,7166
A3JH3ENEE9CNDF,2,6
A2QPY6M3MLYXV3,23,71
A2TPHRHKAX1B95,2,7
AXQNVBWLW3FYJ,4,13
A3U2U1YEX65W4Z,2,6
A1OD6ZYPIKZECD,3,9
A15N5RY4YGRQRQ,19,59
AZV26LP92E6WU,7,22
A3PWCTBNFTVV1T,1755,7064
A37OVPGH6MB7FQ,1,3
A2NJ77Q4UHWA8X,1,3
A2LZB5MD85PD1,1,3
A2OJCOJNWNI3E2,1,3
A3QVALQO47X1P3,2,6
A21QQF1HYAVTOA,5,15
A2OOYE3SMU31VN,6,18
A3PUJG5B95J57R,2,6
A3TTWOMTTXOJQV,2,6
A1VLHVDN2CV6ZI,2,6
A2VWNZNFV8QCP0,1760,7149
AI0DKIGQAMYY0,6,18
A3P1R0OA5RME2C,32,97
A3AEIHUGISZYTI,87,268
ADR49BICLSB6H,2,6
A1Z3HLVUUAFUIA,1755,7024
A12XBVCMSO5PYU,1755,7040
A76900N5GWLSW,1,3
A3VIL7RBQRFU0Y,1,3
A6RAE5TYTBT8I,4,12
A3KZU4G4DBRG5C,2,6
A24BTZFQLHKMB4,9,27
A1VJGL1HLBKMBJ,230,712
A1HZ2NT0R29PB5,1,3
A356RFKNIG043B,2,6
A1LAFN8DXQA3ZV,6,18
A2SJ4JD3A38NGA,1,3
A16OMUJVUISSH3,170,512
A3JRNOASKQIMS0,6,18
A7QLLZCCK6S30,4,12
A3G1918E5FOZZC,1755,7169
AUOX139TN76JN,3,9
A2MNFGA7OT4NAL,1756,7105
A7V6P2MQOZM16,60,182
A1HVON19W5U052,4,12
A1578RKG0PXIGN,8,26
A303DUI77NOSRQ,6,19
A2UI15ROJS70D,1755,7061
A1ZK2TM7OR9YMN,1,3
A1ANF56CEG5DOO,791,2373
A33FNWMBELAMI1,2,6
A2UU1WVWM96SHZ,3,9
A31AHJX4E57NAS,2,6
A1RFIGL9T30UID,792,2378
A1SI02WU05N9VK,10,30
A2X8NKJ6OVUNTD,4,12
A24PD9SRGNVSLU,1,3
AU9SHT1YYHHAM,1799,7543
A34I1GG8VWU1L,791,2373
A3Q2QBY0D5COY0,1,3
A7BQF2Y5QBIC0,7,22
A9PB8UZD34WEE,1,3
A1DJ1OA62A4Q4Z,9,27
A16KL6CSW69KLS,2,6
A2RRRQ820CIAIW,2,6
AM2CHN388SNU5,52,156
A2D7O96S6X6I38,7,22
A1E5J4F0MXR5N2,2,6
A1PXLU6F2AIZY8,1,3
A1LUYZ200XV7FY,84,259
A2SRECVO4OVELP,1771,7225
A1VHIAZFAJDH3L,1,3
A30PBDO49U6FZ0,3,9
A2EZT8TUIMSQL4,1,3
A3HEPYV00SNCQA,895,2820
A38IM6LL11AS1O,2,6
A3FX12GISECPBF,3,9
A3P3J8X568DXW,13,39
A24IJK58P4YMI5,1,3
A40BEWU748YYI,2,6
A6A6AR0XGSTXB,6,18
APZB58E43OOS1,4,12
APWN0JBMHI29W,4,12
ACUPQT38RVO0U,1,3
A27ODJ83DBVQCA,2,6
A2XSGZ2F28UT6H,1,3
A1UB4CUMGYVD3J,1755,7077
A37ZTPLK7GGYQN,1,3
AOSY7YFDH9LF5,91,279
AA6S609UEIVA7,37,113
A2AZNTWUFV1EHW,10,31
A35KTOLHZZGO1V,7,22
A712TJ5820FAY,15,45
A1P57AFAUSOTQV,793,2380
A374Q0N3OJZ967,1757,7101
AAOP2OJHJ0SGT,2,6
A1UKTV3U8X6BQT,1,3
A2G0CAKJD3RD4S,2531,9534
A11Z0XYD3G9TLQ,2,6
AE94DP47MZX44,5,15
A2IOLLEW59GC37,2,6
A1EVDNH8NNG1QB,1,3
A1WRLSE5BXEMM0,1,3
A3CJ4CAHY693R3,1,3
ACKBEBTATVAJ2,8,25
A2B5LSF5V85SZA,229,703
A39ULQA7HZY19X,15,45
AYEFRDHE8GUE0,25,75
A2OLVL44L2NAUQ,1755,7021
A28P7V9KI7MXP,4,12
ASPIUI7E73CSV,2,6
A3A28JEUM93YFS,32,96
A2X3UAK5HLALMJ,3,9
A37KPTFRDAUFGW,1,4
A19XNSOE3GP0MM,7,22
AKHZ0N803ATR,1755,7024
ANW0PISS3WL0,24,72
A3LSEIG2PIJYBL,2,7
A1VS59ZS12FPD8,23,70
A39YNP8NH9JP6,854,2630
A1FT4LYT7TBA53,1755,7040
A3L9B59JBWL742,2,6
ADXA8XY9ORDNN,26,78
A181TX53X07ECR,3,9
A3NA71XAQ9G43J,1805,7578
AD2YS0MZSE9TH,2,6
A3VZCFK1XNDRVC,2,6
A3AOW8SXGBQ1PK,1755,7032
ALE83NGGYQ3C0,1,3
AREHEVC8J64QA,2,6
A2W2IIDQKCZ1FJ,1,3
AYA9HKSX0SGFW,1,3
A2NW8OWQ70Z9F2,1,3
A2WHEEBXSTNHLG,163,524
A2999XTT82JUNA,2,6
A1ZFP26WQGAVP3,18,56
A3ST7GB6O645O0,1,3
A359TXGMV4W36S,1755,7087
A1XVZD7K5OK0S,2,6
A3BJDNB23HCAT7,1,3
A11B7CX9AER4V5,2,6
A3NKV30HNK25VI,1,3
A2VGUWQIMYX7SU,69,220
A1F20UQ2N5ALWH,2,7
A23ZNG3MW8SAMC,5,15
A17VPFDN3XWJXU,4,12
ABUKLV29MQBJU,2,6
AAJF2CFMXN6EX,1,3
APQTAELJ74I07,7,21
A3OKWJ2E8RPTZM,114,356
A19HLKVPRTH3J2,1,3
AD6FULWPPOJ3R,1,3
A3B1GVZKUY3352,25,78
A2VXM1WTS38M81,837,2626
A355FIC6KCLKVJ,2,6
A3APM1BT7Y2HP9,35,107
AGZHBGXO8LPFE,103,323
A3V11B75SL8D7T,4,12
AJJVBDE01PU30,11,33
A156Q7ZXPTYOS,10,30
A3GDSLQLZFGOCL,9,29
A3V4LVMXG8MBFO,7,21
AHRQSXF5FO8VH,1755,7020
A1JL391Z46CMX9,1866,7805
A1PH6WENVX6TEF,804,2448
AM2GQ6SQ1RZVQ,1755,7062
ANHFPMGQN45PF,1,3
A3775OP5VTX5ON,23,72
A25TF80HE30SHZ,1,3
AXXYMIJBD0J9G,9,28
A2H7OE1TTLK3P4,8,24
A3SPO0B0VPJIW6,1755,7022
A3RQZOOAB7QK6N,1,3
A1IU7S4HCK1XK0,25,81
A2YFKDWVRMP7LV,3,9
AGI7NYIV0V485,34,103
AFUWLYS8IUBX2,1,4
A38DIZMM5YIH24,1756,7236
A2Y0RKGOY7PYMC,16,49
AI47MOTX6F1BN,1,3
A2JSZ6BPYSJV7E,3,9
A3J1ZTNBRBOWCI,2,6
A1DO0O3LTM0FN2,808,2439
A2WJJ7IFKKNCUT,1755,7021
A3F25M0B5NKQY3,3,9
A7OAAZPLNSMXJ,4,12
A3QOOH3FSOJGNM,1,4
A3FSWT60MFE363,24,77
A29H50XDIFEHP6,3,9
A3L0T222X3822S,35,124
A1DSL2KN69DBJ2,13,40
A31UEB0NDFEM8M,2043,8678
AQF9SUSSHENQL,309,1020
APEH39JAQ6GOZ,2,7
ACSJ5X37LIDWY,3,9
A2OH8LUNEOKL5D,1755,7096
A9YGQWSTAVGYD,3,9
AG6S7PAIHKYJO,1,3
A1CL807EOUPVP1,1789,7395
A53Q089DICPBJ,1,3
A26W2IBVDNPRR7,860,2653
A1IYW63ZV9E8YK,901,2802
A23824RXPHOIRL,120,376
A1ULWWSHE6I1AC,1755,7032
A7FSUAON4H2DJ,825,2543
A3PW39CSGV8D6O,12,36
AQPMFG4TPGD6U,8,24
A1SADS66G50D5T,828,2526
A3BJKV6CI3E1YD,2,6
A32FHEFS04SLJM,1,3
ALAREH88XBROT,1755,7033
A3J1M5WTA3ST77,19,58
A2BNAS9P6G1RNG,1,3
A3ADZZX4JP49Q2,1755,7020
A3KTBZQ9G1Y91T,9,27
A326AB85AQ18G2,1,3
A2X2GEABQXRX7P,1761,7236
A3O3JHQKVJ866Q,1755,7023
A1P42OZ1MCNAHE,3,9
A7O84T8MC6IV0,2953,11758
A1D098MTZUFS6J,5,15
A18UQXZPRFCC4A,1755,7040
A1TK4XFTTADNPY,26,78
A1DHPJCK7U9PE,2,6
A9JZUKMQGHDXO,20,62
A1G60ANYI0HMEU,150,463
A2MMZDN78HRJPB,7,21
A3H4S6YO9VNGDZ,1817,7581
AK0PGQ7P2PRTD,9,27
AC6LV5D2RKTIR,2,6
A15VP5U4S7M3MS,6,18
A2MYTYWPWUSUR2,1,3
A1OEOEY13LB1GS,2,6
AK7DHMSUQFB09,10,30
ABDOD1OMIFC33,1,3
A23C5OK3TSF8JV,1755,7025
A1IO6TD4Y3PYC5,33,106
A25WJCAP606YMP,17,54
A19LUDB9Q65Q8P,121,366
A2VDSOCION2574,22,67
A1RZJ4UCRTQR3Z,1,3
A1PW2YCNDYKU21,2,6
A2ZXDYXR8XU01Z,202,629
A3EZFFPVS34AMO,138,436
A1EFXXRDV40C4E,1,4
AV8L5GR1PJ94E,4,12
A3KQ9UD5QIXFIM,4,12
A2KH8WLAF5J2OM,2,6
A26T5GC7S7FGBJ,62,200
AKFKYMTURXT3,28,84
A1H1K697G49Y0S,4,12
A3N7D9QJP8URGD,803,2430
A2NJ0S1QGO151O,2,6
A2MBRGW3RV8OS8,3,9
ATJ67JCXK1TO8,107,328
A22OGCUSPAVBXE,1,3
A13OREDXSGMA6L,1,3
A6ISZ3VRD1UQV,8,24
A3KLA39CHK9JHV,95,295
AC7CAZDG8OJ8A,54,167
A23FRR1X1VVPZD,37,111
A308UAD6QQ0X0O,9,27
A2V5LGFLUOQAQZ,1,3
A2I3P3G1NGUWVZ,3,9
A6SUICVUJDNFN,833,2552
ADJZ6FIM2VKAF,1,3
AODMTZS7BA9Z2,11,33
A1ZE3EJJF4PNFL,3,9
A2TN1E5EI3ME7Y,7,21
AJ10WYDQ3LYYY,8,24
AE7VJLOU6EPNX,1,3
AC8ES13DDKJDW,110,337
